,Rk,Player,Nation,Pos,Squad,Age,Born,Matches Played,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Progressive Carries,Progressive Passes,Progressive Passes Received,Gls 90,Ast 90,G+A 90,G-PK 90,G+A-PK,xG 90,xAG 90,xG+xAG,npxG 90,npxG+xAG 90,Matches,A-xAG,Crosses into Penalty Area,Key Passes,Long Passes Attempted,Long Passes Completed,Long Passes Success %,Medium Passes Attempted,Medium Passes Completed,Medium Passes Success %,Passes into Final Third,Passes into Penalty Area,Progressive Passing Distance,Short Passes Attenpted,Short Passes Completed,Short Passes Success %,Total Passes Attempted,Total Passes Completed,Total Passes Success %,Total Passing Distance,xA,Corner Kick Outward,Corner Kick Straight,Corner Kicks,Corner Kicks Inward,Crosses,Dead-ball Passes,Free Kicks Passes,Live-ball Passes,Passes Blocked by Opponent,Passes Completed,Passes Offside,Switches,Through Balls,Throw Ins,% Dribblers Tackled,Challenges Lost,Clearances,Defensive Errors,Dribblers Tackled,Dribbles Challenged,Interceptions,Passes Blocked,Shots Blocked,Tackles,Tackles Att 3rd,Tackles Def 3rd,Tackles Mid 3rd,Tackles Won,Tackles+Interceptions,Total Blocks
255,247,Thiago Fernández,ar ARG,"FW,MF",Vélez Sarsfield,20-025,2004,9,4,386,4.3,0,1,1,0,0,0,1,0,0.8,0.8,1.3,2.1,19,28,52,0.00,0.23,0.23,0.00,0.23,0.19,0.30,0.48,0.19,0.48,Matches,-0.3,0,10,16,11,68.8,43,27,62.8,13,10,557,68,55,80.9,141,100,70.9,1560,0.8,0,0,1,0,8,5,3,136,4,100,0,1,2,1,75.0,1,2,0,3,4,0,0,0,5,1,0,4,1,5,0
256,248,Tomás Fernández,ar ARG,MF,Tigre,20-112,2004,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,1,1,100.0,6,5,83.3,1,0,74,5,4,80.0,12,10,83.3,189,0.0,0,0,0,0,0,1,1,11,0,10,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0
257,249,Gianluca Ferrari,ar ARG,DF,Tucumán,26-303,1997,3,3,252,2.8,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,3,0,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10,Matches,-0.1,0,2,16,11,68.8,44,28,63.6,3,0,563,18,17,94.4,80,56,70.0,1221,0.0,0,0,0,0,0,2,2,78,1,56,0,1,0,0,66.7,2,12,0,4,6,2,2,0,4,0,3,1,1,6,2
258,250,Cristian Ferreira,ar ARG,"FW,MF",San Lorenzo,24-229,1999,9,9,739,8.2,2,1,3,2,0,0,0,0,1.0,1.0,1.9,2.8,24,37,31,0.24,0.12,0.37,0.24,0.37,0.12,0.23,0.34,0.12,0.34,Matches,-0.9,1,19,96,52,54.2,99,90,90.9,36,6,1578,145,129,89.0,369,285,77.2,5404,2.2,16,0,37,18,61,69,31,298,11,285,2,11,3,1,100.0,0,3,0,2,2,3,3,0,6,2,1,3,3,9,3
259,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,A-xAG,CrsPA,KP,Att,Cmp,Cmp%,Att,Cmp,Cmp%,1/3,PPA,PrgDist,Att,Cmp,Cmp%,Att,Cmp,Cmp%,TotDist,xA,Out,Str,CK,In,Crs,Dead,FK,Live,Blocks,Cmp,Off,Sw,TB,TI,Tkl%,Lost,Clr,Err,Tkl,Att,Int,Pass,Sh,Tkl,Att 3rd,Def 3rd,Mid 3rd,TklW,Tkl+Int,Blocks
260,251,Facundo Ferreyra,ar ARG,FW,Sarmiento,33-045,1991,8,3,365,4.1,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.3,0,5,15,0.00,0.25,0.25,0.00,0.25,0.05,0.04,0.08,0.05,0.08,Matches,+0.8,0,1,1,1,100.0,29,16,55.2,0,2,151,40,21,52.5,75,40,53.3,600,0.1,0,0,0,0,1,9,0,66,2,40,0,0,0,1,66.7,1,2,0,2,3,0,3,1,2,1,1,0,0,2,4
261,252,Luciano Ferreyra,ar ARG,"MF,FW",Platense,22-069,2002,10,7,611,6.8,0,0,0,0,0,0,0,0,1.2,1.2,1.1,2.3,31,22,46,0.00,0.00,0.00,0.00,0.00,0.18,0.16,0.34,0.18,0.34,Matches,-1.1,4,12,37,20,54.1,64,33,51.6,16,5,735,83,57,68.7,197,112,56.9,2077,1.1,6,0,8,1,32,19,9,177,6,112,1,3,0,2,18.2,9,0,0,2,11,0,4,0,4,2,2,0,1,4,4
262,253,Héctor Fértoli,ar ARG,"MF,FW",CA Huracán,29-147,1994,14,13,1013,11.3,0,1,1,0,0,0,3,0,0.6,0.6,1.8,2.4,25,35,70,0.00,0.09,0.09,0.00,0.09,0.05,0.16,0.21,0.05,0.21,Matches,-0.8,8,31,93,46,49.5,145,109,75.2,26,16,1675,228,195,85.5,499,362,72.5,6084,1.9,23,0,30,2,71,58,16,439,14,362,2,5,0,9,38.9,11,6,0,7,18,8,10,1,13,1,7,5,7,21,11
263,254,Cristopher Fiermarin,uy URU,GK,Defensa y Just,26-118,1998,13,13,1170,13.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,250,151,60.4,171,170,99.4,13,0,8190,48,46,95.8,474,368,77.6,11132,0.0,0,0,0,0,0,163,29,307,0,368,4,1,0,0,0.0,1,3,1,0,1,0,1,0,0,0,0,0,0,0,1
264,255,Jorge Figal,ar ARG,DF,Boca Juniors,30-025,1994,9,8,732,8.1,0,0,0,0,0,0,3,0,0.3,0.3,0.0,0.3,1,19,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,0.0,0,0,79,51,64.6,166,155,93.4,11,0,2705,122,114,93.4,384,329,85.7,6538,0.0,0,0,0,0,0,27,13,356,4,329,1,4,1,1,60.0,4,25,0,6,10,7,2,4,14,0,10,4,7,21,6
265,256,Jose Florentín,py PAR,MF,Vélez Sarsfield,27-298,1996,3,3,217,2.4,0,0,0,0,0,0,1,0,1.0,1.0,0.3,1.3,3,11,4,0.00,0.00,0.00,0.00,0.00,0.41,0.12,0.53,0.41,0.53,Matches,-0.3,0,2,3,1,33.3,28,20,71.4,8,2,274,55,45,81.8,96,70,72.9,863,0.0,0,0,0,0,0,3,2,91,2,70,2,0,0,1,28.6,5,6,0,2,7,3,8,1,3,0,0,3,1,6,9
266,257,Francisco Flores,ar ARG,DF,Tucumán,22-108,2002,12,11,1003,11.1,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,3,21,2,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08,Matches,-0.6,0,4,80,42,52.5,158,130,82.3,17,1,2882,127,111,87.4,380,287,75.5,5932,0.1,0,0,0,0,1,28,16,349,5,287,3,2,0,12,68.8,5,43,0,11,16,12,5,5,13,1,8,4,12,25,10
267,258,Gonzalo Flores,ar ARG,FW,Tigre,22-066,2002,9,9,599,6.7,1,1,2,1,0,0,0,0,0.5,0.5,0.3,0.7,4,8,21,0.15,0.15,0.30,0.15,0.30,0.07,0.04,0.11,0.07,0.11,Matches,+0.7,0,6,5,4,80.0,27,20,74.1,5,3,124,91,76,83.5,145,110,75.9,1350,0.2,0,0,0,0,4,20,0,125,3,110,0,1,0,1,33.3,4,2,0,2,6,1,10,1,8,5,0,3,7,9,11
268,259,Santiago Flores,ar ARG,DF,Estudiantes,23-034,2001,7,5,445,4.9,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,2,11,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches,0.0,0,0,40,16,40.0,89,78,87.6,8,1,1266,77,69,89.6,210,164,78.1,3041,0.1,0,0,0,0,0,7,6,203,1,164,0,2,0,1,66.7,2,24,0,4,6,4,4,5,14,0,12,2,9,18,9
269,260,Nicolas Fonseca,uy URU,MF,River Plate,25-192,1998,11,8,735,8.2,0,0,0,0,0,0,5,0,0.1,0.1,0.8,0.8,5,83,6,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.10,0.01,0.10,Matches,-0.8,0,6,81,60,74.1,224,195,87.1,64,7,3094,204,186,91.2,526,448,85.2,8526,0.9,0,0,0,0,1,15,13,511,5,448,0,6,3,2,40.0,18,8,0,12,30,17,6,1,25,0,7,18,16,42,7
270,261,Agustín Fontana,ar ARG,FW,Sarmiento,27-322,1996,8,2,274,3.0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.6,0,1,11,0.00,0.00,0.00,0.00,0.00,0.17,0.01,0.18,0.17,0.18,Matches,0.0,1,1,4,1,25.0,13,10,76.9,4,1,66,31,27,87.1,55,40,72.7,468,0.1,0,0,0,0,3,3,0,52,3,40,0,0,0,0,0.0,3,1,0,0,3,0,1,0,0,0,0,0,0,0,1
271,262,Ezequiel Forclaz,ar ARG,"FW,MF",Tigre,21-025,2003,14,8,754,8.4,2,1,3,2,0,0,4,0,1.0,1.0,0.6,1.7,13,31,39,0.24,0.12,0.36,0.24,0.36,0.12,0.08,0.20,0.12,0.20,Matches,+0.4,0,13,24,10,41.7,76,55,72.4,21,6,995,170,146,85.9,315,227,72.1,2990,0.6,4,0,5,1,11,31,11,282,21,227,2,2,3,12,36.4,14,6,0,8,22,3,10,1,21,3,7,11,16,24,11
272,263,Juan Franco Arrellaga,py PAR,DF,Instituto,32-078,1992,12,12,993,11.0,1,0,1,1,0,0,5,0,1.2,1.2,0.5,1.7,12,30,37,0.09,0.00,0.09,0.09,0.09,0.11,0.05,0.15,0.11,0.15,Matches,-0.5,3,6,76,37,48.7,140,74,52.9,20,9,2230,117,100,85.5,358,218,60.9,4027,0.7,0,0,0,0,25,122,4,234,11,218,2,1,0,118,69.0,9,32,0,20,29,7,5,1,34,5,18,11,26,41,6
273,264,Franco Pardo,ar ARG,DF,CA Unión,27-023,1997,11,9,832,9.2,2,0,2,2,0,0,1,0,,,,,,,,0.22,0.00,0.22,0.22,0.22,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,15,,,,,,,7,,
274,265,Ramiro Funes Mori,ar ARG,DF,River Plate,33-054,1991,4,1,160,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.25,Matches,-0.5,0,1,17,9,52.9,81,70,86.4,4,0,727,28,26,92.9,127,105,82.7,2147,0.3,0,0,0,0,0,3,3,124,0,105,0,1,0,0,100.0,0,9,0,1,1,1,0,2,1,0,1,0,0,2,2
275,266,Matías Galarza,py PAR,MF,Talleres,22-077,2002,8,4,341,3.8,1,0,1,1,0,0,2,0,0.6,0.6,0.1,0.7,9,27,19,0.26,0.00,0.26,0.26,0.26,0.15,0.03,0.17,0.15,0.17,Matches,-0.1,0,3,27,14,51.9,62,55,88.7,14,3,729,59,53,89.8,155,125,80.6,2156,0.1,0,0,0,0,6,7,2,148,2,125,0,4,0,5,50.0,6,6,0,6,12,2,2,0,11,1,5,5,7,13,2
276,267,Thomas Galdames,cl CHI,DF,Godoy Cruz,25-160,1998,10,8,778,8.6,0,0,0,0,0,0,4,0,0.3,0.3,0.8,1.0,9,44,30,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.12,0.03,0.12,Matches,-0.8,4,17,84,46,54.8,163,131,80.4,37,13,2761,136,118,86.8,411,299,72.7,6040,0.8,3,0,4,1,33,85,12,325,15,299,1,6,0,69,56.3,7,19,1,9,16,9,8,2,15,0,7,8,8,24,10
277,268,Hernán Galíndez,ec ECU,GK,CA Huracán,37-029,1987,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,-0.1,0,1,255,109,42.7,163,160,98.2,12,0,7632,22,22,100.0,441,291,66.0,9764,0.1,0,0,0,0,0,179,51,261,0,291,1,1,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
278,269,Jonatan Gallardo,ar ARG,"FW,MF",Sarmiento,27-060,1997,7,1,263,2.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,10,5,18,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,0.0,0,0,4,2,50.0,24,15,62.5,7,0,256,31,23,74.2,64,41,64.1,598,0.1,2,0,2,0,7,3,0,61,4,41,0,0,0,1,100.0,0,3,0,3,3,2,5,1,7,0,3,4,5,9,6
279,270,Nahuel Gallardo,ar ARG,DF,Sarmiento,25-355,1998,2,0,59,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,4,4,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches,0.0,0,0,5,1,20.0,11,9,81.8,1,1,146,13,10,76.9,30,20,66.7,308,0.0,0,0,0,0,1,6,0,24,0,20,0,1,0,6,100.0,0,1,0,2,2,3,0,0,2,0,1,1,2,5,0
280,271,Baltasar Gallego,ar ARG,MF,Racing Club,20-294,2003,6,1,124,1.4,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,4,7,8,0.73,0.00,0.73,0.73,0.73,0.35,0.02,0.37,0.35,0.37,Matches,0.0,0,2,9,6,66.7,17,16,94.1,3,1,219,24,23,95.8,57,46,80.7,808,0.1,2,0,6,0,3,9,0,46,2,46,2,1,0,2,0.0,6,1,0,0,6,1,2,0,5,1,3,1,4,6,2
281,272,Rodrigo Gallo,ar ARG,DF,Gimnasia ELP,23-176,2000,2,1,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,10,2,20.0,21,16,76.2,3,0,390,33,27,81.8,69,45,65.2,722,0.0,0,0,0,0,3,15,0,52,1,45,2,0,0,15,100.0,0,5,0,5,5,1,1,0,7,0,5,2,5,8,1
282,273,Braian Galván,ar ARG,MF,Banfield,23-205,2000,8,3,281,3.1,2,0,2,2,0,0,0,0,0.1,0.1,0.7,0.8,14,7,32,0.64,0.00,0.64,0.64,0.64,0.03,0.23,0.26,0.03,0.26,Matches,-0.7,4,8,22,7,31.8,48,29,60.4,2,6,481,47,35,74.5,124,73,58.9,1222,0.8,1,0,6,5,34,12,3,112,3,73,0,0,0,3,20.0,4,5,0,1,5,4,2,0,3,2,0,1,1,7,2
283,274,Ignacio Galván,ar ARG,"DF,MF",Racing Club,21-235,2002,7,0,103,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,7,4,16,0.00,0.00,0.00,0.00,0.00,0.15,0.28,0.44,0.15,0.44,Matches,-0.3,0,3,11,3,27.3,23,17,73.9,3,0,202,27,19,70.4,70,42,60.0,676,0.2,0,0,1,0,10,14,0,55,4,42,1,0,0,13,50.0,2,2,0,2,4,0,4,1,3,1,2,0,1,3,5
284,275,Jonathan Galván,ar ARG,DF,Argentinos Jun,31-308,1992,9,8,649,7.2,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,4,21,0,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,-0.2,0,2,138,80,58.0,188,173,92.0,19,2,3386,99,87,87.9,434,342,78.8,7881,0.1,0,0,0,0,0,33,19,401,5,342,0,9,0,3,62.5,3,37,1,5,8,9,4,4,7,0,6,1,7,16,8
285,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,A-xAG,CrsPA,KP,Att,Cmp,Cmp%,Att,Cmp,Cmp%,1/3,PPA,PrgDist,Att,Cmp,Cmp%,Att,Cmp,Cmp%,TotDist,xA,Out,Str,CK,In,Crs,Dead,FK,Live,Blocks,Cmp,Off,Sw,TB,TI,Tkl%,Lost,Clr,Err,Tkl,Att,Int,Pass,Sh,Tkl,Att 3rd,Def 3rd,Mid 3rd,TklW,Tkl+Int,Blocks
286,276,Tomás Galván,ar ARG,MF,Tigre,24-017,2000,9,4,415,4.6,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,11,24,15,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.14,0.06,0.14,Matches,-0.4,0,3,21,13,61.9,87,75,86.2,17,3,623,100,90,90.0,224,187,83.5,3033,0.4,0,0,0,0,4,6,4,217,4,187,1,2,5,2,66.7,4,2,0,8,12,3,3,0,11,0,4,7,7,14,3
287,277,Ariel Gamarra,py PAR,MF,Argentinos Jun,21-062,2003,7,4,320,3.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,12,2,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,-0.1,0,4,14,6,42.9,59,50,84.7,6,0,460,53,40,75.5,132,98,74.2,1744,0.0,0,0,0,0,0,1,1,131,1,98,0,0,0,0,66.7,2,4,0,4,6,5,6,0,10,1,4,5,5,15,6
288,278,Lucas Gamba,ar ARG,FW,CA Unión,36-309,1987,13,11,948,10.5,2,3,5,1,1,1,2,0,2.3,1.6,1.4,2.9,22,23,104,0.19,0.28,0.47,0.09,0.38,0.22,0.13,0.35,0.15,0.28,Matches,+1.6,12,17,33,11,33.3,92,57,62.0,20,15,908,144,115,79.9,323,194,60.1,2862,1.6,1,0,1,0,61,14,1,307,27,194,2,2,1,6,50.0,5,0,0,5,10,1,7,0,14,7,1,6,10,15,7
289,279,Leandro Garate,ar ARG,FW,CA Huracán,30-239,1993,10,6,533,5.9,1,0,1,1,0,0,1,0,2.3,2.3,0.2,2.5,5,10,19,0.17,0.00,0.17,0.17,0.17,0.39,0.03,0.42,0.39,0.42,Matches,-0.2,0,3,9,5,55.6,33,27,81.8,8,2,289,66,43,65.2,120,78,65.0,1123,0.1,0,0,0,0,1,7,0,112,4,78,1,0,0,0,0.0,2,7,0,0,2,2,0,0,3,0,2,1,2,5,0
290,280,Martin Garay,ar ARG,"MF,FW",Tigre,24-321,1999,11,10,856,9.5,0,1,1,0,0,0,1,0,0.7,0.7,0.6,1.3,16,60,46,0.00,0.11,0.11,0.00,0.11,0.08,0.06,0.14,0.08,0.14,Matches,+0.4,3,9,84,46,54.8,172,137,79.7,44,9,2190,215,183,85.1,505,380,75.2,6611,0.7,3,0,3,0,26,38,12,467,17,380,0,6,1,22,36.4,14,8,0,8,22,9,13,1,19,0,8,11,14,28,14
291,281,Nicolás Garayalde,ar ARG,"MF,FW",Vélez Sarsfield,24-282,1999,2,1,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,7,2,28.6,34,29,85.3,1,0,237,27,23,85.2,69,55,79.7,917,0.0,0,0,0,0,2,1,1,68,0,55,0,0,0,0,100.0,0,6,1,2,2,1,0,0,5,0,2,3,3,6,0
292,282,Agustín García Basso,ar ARG,DF,Racing Club,32-033,1992,13,13,1170,13.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.2,11,39,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,0.0,0,2,196,94,48.0,328,282,86.0,51,5,4609,231,211,91.3,773,593,76.7,11997,0.2,0,0,0,0,5,51,25,721,7,593,1,13,0,26,69.2,4,76,1,9,13,17,6,7,17,0,12,5,10,34,13
293,283,Manuel García,ar ARG,MF,CC Córdoba,24-322,1999,8,5,496,5.5,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,5,18,12,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Matches,0.0,0,1,22,10,45.5,60,48,80.0,13,1,644,85,76,89.4,186,138,74.2,2132,0.2,0,0,0,0,7,5,5,181,11,138,0,2,1,0,31.6,13,4,0,6,19,6,7,0,12,0,0,12,7,18,7
294,284,Matías García,ar ARG,MF,Belgrano,32-189,1991,12,7,575,6.4,0,2,2,0,0,0,1,0,0.4,0.4,1.9,2.3,7,34,31,0.00,0.31,0.31,0.00,0.31,0.06,0.31,0.36,0.06,0.36,Matches,+0.1,2,12,54,23,42.6,92,64,69.6,28,9,1080,108,90,83.3,280,194,69.3,3230,0.7,6,0,17,6,31,38,17,241,5,194,1,4,1,1,63.6,4,4,0,7,11,4,7,0,14,2,3,9,7,18,7
295,285,Yamil Garnier,ar ARG,DF,Sarmiento,41-128,1982,1,0,37,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,2,1,50.0,6,2,33.3,3,0,90,7,5,71.4,17,8,47.1,121,0.0,0,0,0,0,2,4,0,13,1,8,0,0,0,4,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
296,286,Oscar Garrido,ar ARG,"MF,DF",CC Córdoba,26-252,1997,10,6,615,6.8,2,0,2,2,0,0,2,0,1.4,1.4,0.8,2.2,8,24,15,0.29,0.00,0.29,0.29,0.29,0.20,0.12,0.32,0.20,0.32,Matches,-0.8,0,9,39,19,48.7,86,65,75.6,15,4,979,91,76,83.5,235,168,71.5,3024,0.7,8,0,12,4,25,37,9,198,5,168,0,3,1,16,58.3,5,8,1,7,12,6,1,2,11,1,3,7,7,17,3
297,287,Nahuel Génez,ar ARG,DF,Tigre,20-315,2003,7,6,565,6.3,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,5,16,20,0.00,0.16,0.16,0.00,0.16,0.01,0.05,0.06,0.01,0.06,Matches,+0.7,4,3,65,19,29.2,99,68,68.7,17,6,1544,94,85,90.4,268,174,64.9,3170,0.3,0,0,1,0,20,65,4,203,5,174,0,1,0,60,38.9,11,18,0,7,18,3,10,2,10,0,7,3,8,13,12
298,288,Francisco Gerometta,ar ARG,DF,CA Unión,24-240,1999,3,0,32,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,4,0,0.00,0.00,0.00,0.00,0.00,0.16,0.28,0.44,0.16,0.44,Matches,-0.1,0,1,2,1,50.0,6,5,83.3,3,0,125,2,1,50.0,11,7,63.6,169,0.0,0,0,0,0,2,3,0,8,1,7,0,0,0,3,100.0,0,3,0,1,1,2,0,3,2,1,1,0,2,4,3
299,289,Joaquín Gho,ar ARG,"MF,FW",Sarmiento,20-350,2003,13,10,744,8.3,1,1,2,1,0,0,0,0,1.1,1.1,1.7,2.8,16,19,44,0.12,0.12,0.24,0.12,0.24,0.13,0.21,0.34,0.13,0.34,Matches,-0.7,2,14,19,8,42.1,56,35,62.5,10,7,718,121,90,74.4,222,140,63.1,1990,1.1,3,0,3,0,14,9,0,212,10,140,1,0,0,6,45.5,6,13,0,5,11,5,12,2,16,4,5,7,7,21,14
300,290,Laurtaro Giaccone,ar ARG,MF,Rosario Cent,23-087,2001,4,3,186,2.1,1,0,1,1,0,0,0,0,,,,,,,,0.48,0.00,0.48,0.48,0.48,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,0,,,,,,,0,,
301,291,Facundo Giacopuzzi,ar ARG,DF,Tigre,23-002,2001,7,7,586,6.5,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,2,14,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,0.0,0,0,67,39,58.2,118,101,85.6,12,0,1815,58,53,91.4,247,194,78.5,4262,0.0,0,0,0,0,0,14,8,233,2,194,0,3,0,6,20.0,4,42,0,1,5,3,2,4,4,0,2,2,2,7,6
302,292,Justo Giani,ar ARG,"MF,FW",Tucumán,25-021,1999,13,10,736,8.2,1,0,1,1,0,0,0,0,1.6,1.6,0.9,2.5,10,27,65,0.12,0.00,0.12,0.12,0.12,0.19,0.11,0.30,0.19,0.30,Matches,-0.9,2,9,29,13,44.8,74,57,77.0,26,7,947,148,118,79.7,284,204,71.8,2911,0.9,0,0,0,0,9,17,1,265,10,204,2,1,3,11,29.2,17,3,0,7,24,6,10,2,19,6,6,7,12,25,12
303,293,Agustín Giay,ar ARG,"DF,MF",San Lorenzo,20-103,2004,13,13,1051,11.7,0,2,2,0,0,0,3,0,0.7,0.7,0.6,1.3,28,42,66,0.00,0.17,0.17,0.00,0.17,0.06,0.05,0.11,0.06,0.11,Matches,+1.4,4,9,62,28,45.2,188,136,72.3,32,12,2291,210,183,87.1,504,364,72.2,5798,1.0,0,0,0,0,25,104,4,395,17,364,5,1,0,100,51.9,13,18,0,14,27,7,7,0,19,3,16,0,13,26,7
304,294,Gastón Gil Romero,ar ARG,MF,Independiente Rivadavia,30-358,1993,11,11,844,9.4,0,1,1,0,0,0,4,0,0.1,0.1,0.2,0.2,2,31,3,0.00,0.11,0.11,0.00,0.11,0.01,0.02,0.03,0.01,0.03,Matches,+0.8,1,5,47,29,61.7,171,154,90.1,31,1,1789,136,123,90.4,373,314,84.2,5687,0.2,0,0,0,0,3,11,8,362,7,314,0,0,0,3,48.5,17,19,0,16,33,17,9,3,31,0,12,19,18,48,12
305,295,Juan Giménez,ar ARG,DF,Rosario Cent,18-001,2006,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,4,2,50.0,5,4,80.0,1,0,136,6,4,66.7,16,10,62.5,204,0.0,0,0,0,0,0,4,2,11,1,10,1,1,0,2,100.0,0,5,0,2,2,2,1,0,2,0,2,0,2,4,1
306,296,Matías Giménez,ar ARG,FW,Independiente,25-053,1999,7,4,280,3.1,2,0,2,2,0,0,1,0,0.6,0.6,0.0,0.7,2,6,27,0.64,0.00,0.64,0.64,0.64,0.21,0.01,0.22,0.21,0.22,Matches,0.0,0,2,7,3,42.9,20,13,65.0,2,2,132,55,47,85.5,93,66,71.0,855,0.1,0,0,0,0,1,0,0,92,5,66,1,0,1,0,50.0,2,3,0,2,4,1,1,0,3,3,0,0,3,4,1
307,297,Milton Giménez,ar ARG,FW,Banfield,27-260,1996,13,13,1139,12.7,4,0,4,4,0,0,4,0,3.9,3.9,0.8,4.7,14,26,65,0.32,0.00,0.32,0.32,0.32,0.31,0.06,0.37,0.31,0.37,Matches,-0.8,1,7,11,6,54.5,66,40,60.6,19,4,457,101,72,71.3,217,132,60.8,1835,0.4,0,0,0,0,5,19,0,193,13,132,5,1,0,0,14.3,12,11,0,2,14,5,7,3,13,2,3,8,7,18,10
308,298,Federico Girotti,ar ARG,FW,Talleres,24-331,1999,14,9,780,8.7,6,0,6,6,0,0,4,0,5.1,5.1,0.1,5.2,5,7,32,0.69,0.00,0.69,0.69,0.69,0.58,0.02,0.60,0.58,0.60,Matches,-0.1,0,4,15,7,46.7,49,25,51.0,8,1,249,73,53,72.6,151,88,58.3,1403,0.1,0,0,0,0,9,17,0,132,5,88,2,3,0,4,20.0,4,18,1,1,5,3,2,1,2,1,0,1,2,5,3
